timestamp,throughput_bps,latency_ms,packet_loss_rate,retransmits,is_anomaly
2024-01-01 00:00:00,8198685661.2044935,12.699677718293001,0.0005227404730506311,3,0
2024-01-01 04:00:00,9330334925.586628,14.194367649025262,6.828938057355076e-05,2,0
2024-01-01 08:00:00,9644716061.295378,13.761865992528964,0.0004289699972993807,3,0
2024-01-01 12:00:00,8609211942.56321,11.676531611147213,0.00011765590487807251,3,0
2024-01-01 16:00:00,6520698004.055564,10.617060849237918,0.0016514857100754802,5,0
2024-01-01 20:00:00,6520704571.165226,10.464691885141997,0.0029505299850619985,6,0
2024-01-02 00:00:00,8631685126.202957,12.447596610013866,7.506463373245577e-05,3,0
2024-01-02 04:00:00,9692614537.716265,14.049636708409862,0.0031036562340686857,5,0
2024-01-02 08:00:00,9197850891.681122,14.256827165228547,0.0007393515493887611,2,0
2024-01-02 12:00:00,8217024017.434387,11.732382394219716,0.00035605467627860204,2,0
2024-01-02 16:00:00,6428992276.819914,10.926646225248286,7.997662473957208e-05,4,0
2024-01-02 20:00:00,6428067452.516795,10.366748994777321,0.0006943964967713936,3,0
2024-01-03 00:00:00,8096784908.626412,13.03763043631263,0.001582384890197618,2,0
2024-01-03 04:00:00,8620328548.191982,13.387456898524093,0.0012278778577836497,1,0
2024-01-03 08:00:00,8695673513.04989,14.600032709151503,5.153122949604646e-05,5,0
2024-01-03 12:00:00,7775084988.303615,12.098955391731328,7.569582405825249e-05,3,0
2024-01-03 16:00:00,6209226905.811131,9.9422401906239,0.0005156259312160877,4,0
2024-01-03 20:00:00,6740058286.983008,10.026006275403962,0.000349969609380049,1,0
2024-01-04 00:00:00,7636790369.791514,11.839826345902837,0.0002644660917325595,3,0
2024-01-04 04:00:00,8820719165.520983,13.944133780769834,0.00032990017845551165,4,0
2024-01-04 08:00:00,9971900153.623722,13.993468551586627,0.001627005031156716,2,0
2024-01-04 12:00:00,7909689479.805387,11.713149998030712,0.002648292594543428,2,0
2024-01-04 16:00:00,6641370635.820069,10.255771896300633,0.0005193664841775336,2,0
2024-01-04 20:00:00,6044460079.459513,11.339084371737052,0.0023656420682428903,4,0
2024-01-05 00:00:00,7782246910.189925,12.863771585050355,0.0003878644640572496,5,0
2024-01-05 04:00:00,9430009681.93905,13.950212642405894,0.0006470978859895243,2,0
2024-01-05 08:00:00,8925243215.08618,13.751052546652977,0.0002562208709727886,2,0
2024-01-05 12:00:00,8150279207.338271,12.060015663359133,0.0010229744619715446,4,0
2024-01-05 16:00:00,6374103877.977379,10.574708178796334,0.0038623339679763223,0,0
2024-01-05 20:00:00,6497681854.027588,9.756552909831921,0.000925061825810096,3,0
2024-01-06 00:00:00,7759317355.108233,11.87131173128832,0.00044287742860668416,0,0
2024-01-06 04:00:00,10126551919.858675,12.89775877063008,0.001043605618475484,2,0
2024-01-06 08:00:00,9380241756.159931,13.93166236887152,0.00013115784425231066,2,0
2024-01-06 12:00:00,7576915628.417636,12.323597969851367,0.0021951584356663064,1,0
2024-01-06 16:00:00,6943377318.786173,10.026355961281434,0.0006993341822032346,4,0
2024-01-06 20:00:00,6126021893.956489,11.054942574076138,0.0005966554119061019,5,0
2024-01-07 00:00:00,8083545438.001901,11.387117168498825,0.0008815627605399605,1,0
2024-01-07 04:00:00,8601772596.50319,12.999863367463965,0.000980253053151827,4,0
2024-01-07 08:00:00,8854366226.495733,13.844276716848869,7.448198725566498e-05,0,0
2024-01-07 12:00:00,8078744494.347658,12.523549151306089,0.00114764672952438,6,0
2024-01-07 16:00:00,6909745985.943062,11.109913038160055,0.00027698176589151046,5,0
2024-01-07 20:00:00,6682906666.42088,10.038507060996645,0.0012515978612695335,1,0
2024-01-08 00:00:00,7953740687.044701,12.539340416715644,0.001728980713981719,5,0
2024-01-08 04:00:00,9265199167.819384,13.71279657281852,0.0016294289459954795,1,0
2024-01-08 08:00:00,8794231849.908134,13.645737157598472,0.0008040809030749026,4,0
2024-01-08 12:00:00,3278221989.5904384,29.833168855632575,0.10834906736453175,49,1
2024-01-08 16:00:00,6430103845.560988,10.594110631637838,0.0001541726349642509,1,0
2024-01-08 20:00:00,7037208244.432464,9.479753113938997,0.0014931945076374282,3,0
2024-01-09 00:00:00,8137447315.827382,12.738270174862944,0.0003166432691086065,3,0
2024-01-09 04:00:00,8680424583.910006,14.422096484642601,0.0006865597708997226,6,0
2024-01-09 08:00:00,9515274233.813017,13.41926945681411,0.0003344579966637421,0,0
2024-01-09 12:00:00,7845967087.833482,12.197901766718715,0.00014367219490729618,3,0
2024-01-09 16:00:00,6343590553.822515,10.514964285572491,0.0009930575734759224,5,0
2024-01-09 20:00:00,6859029869.481245,10.398286075343075,5.586375972591637e-05,1,0
2024-01-10 00:00:00,8412399808.998377,11.724847423077286,0.0013808899279180804,3,0
2024-01-10 04:00:00,9758152693.701584,13.396239123599855,0.00038211993255389656,4,0
2024-01-10 08:00:00,9049953636.76605,13.719273772073159,1.3470207640267371e-07,2,0
2024-01-10 12:00:00,7876315049.659524,12.586364509629695,0.0007156569128044453,3,0
2024-01-10 16:00:00,6746864726.506324,10.53974926972834,4.798499236125218e-05,7,0
2024-01-10 20:00:00,7004577404.79384,10.082642026388069,0.0003231981099097797,1,0
2024-01-11 00:00:00,7808330304.861869,12.385849355324153,0.001227502425593323,3,0
2024-01-11 04:00:00,9311377055.389572,12.307779497253836,6.474080465882679e-05,3,0
2024-01-11 08:00:00,8943106656.452694,14.306433657754933,0.0018284555642147865,1,0
2024-01-11 12:00:00,7521517350.36773,11.130143110610948,3.827237196396057e-06,1,0
2024-01-11 16:00:00,6939369682.902583,10.086728721729564,0.00028345617309149553,2,0
2024-01-11 20:00:00,7156855365.373226,9.70811424511805,0.0013505568463111042,2,0
2024-01-12 00:00:00,7971195951.367873,11.352659262139555,0.00038019239511974975,6,0
2024-01-12 04:00:00,9787053805.211908,14.312464201258132,0.00010746538274379352,1,0
2024-01-12 08:00:00,9530295056.074154,13.49820020691293,0.000446652667564808,3,0
2024-01-12 12:00:00,7741952098.157961,12.17325194086537,0.00031524963848875604,3,0
2024-01-12 16:00:00,6758917596.148264,10.244488902991531,0.0018496761371370291,4,0
2024-01-12 20:00:00,7229573980.53129,10.506469606042689,0.0003759275452938398,2,0
2024-01-13 00:00:00,7985669584.356014,12.038410945530122,0.0015555771577313506,3,0
2024-01-13 04:00:00,10011498108.380695,13.090554695474582,0.0022244409077040285,4,0
2024-01-13 08:00:00,8337742604.4192095,14.230184217292452,0.0005688386725432963,2,0
2024-01-13 12:00:00,8328761001.750089,11.753121708419341,0.0024073140731611965,3,0
2024-01-13 16:00:00,6649178181.240172,9.489658243101255,0.00047371941055951607,2,0
2024-01-13 20:00:00,6494756413.75855,10.053891611948165,0.003326416952168716,4,0
2024-01-14 00:00:00,8036704310.614184,12.750379895317135,9.353024181236151e-05,1,0
2024-01-14 04:00:00,8590613080.21474,14.15716167862562,0.0011616136446599883,3,0
2024-01-14 08:00:00,9297771890.920097,13.557724740364945,0.0006808511682311532,5,0
2024-01-14 12:00:00,8142845028.60471,11.8253711478408,0.0004904493137625132,2,0
2024-01-14 16:00:00,7205516971.8415165,10.107131666822447,0.0010016086674053278,4,0
2024-01-14 20:00:00,6407051266.635444,11.30632318421155,0.0012169131426351242,2,0
2024-01-15 00:00:00,7676602558.842719,12.190967726115769,4.372816491746413e-06,1,0
2024-01-15 04:00:00,9184937828.621288,13.947071631164414,0.000182665322371209,3,0
2024-01-15 08:00:00,9751801493.135937,14.247192534584805,0.0012484335312686664,4,0
2024-01-15 12:00:00,8131500443.863896,12.119394579513285,0.0010977688851674724,7,0
2024-01-15 16:00:00,6402455272.438088,10.138428119520778,0.0033827929410405414,4,0
2024-01-15 20:00:00,6819666327.190239,10.16977426788863,0.0014314498577567404,6,0
2024-01-16 00:00:00,8038831019.739222,11.964199370292976,0.003011307088376879,4,0
2024-01-16 04:00:00,9773098642.268253,13.713439689313951,0.0012124772028770873,1,0
2024-01-16 08:00:00,9104819408.504171,14.09586557938738,0.0003538962490032648,1,0
2024-01-16 12:00:00,2622977047.9444757,43.475726879318415,0.16362068323883916,43,1
2024-01-16 16:00:00,6457516092.692037,10.634269231038914,0.0015224525761144807,4,0
2024-01-16 20:00:00,6028953374.692054,10.227590902376836,0.001033243797452025,3,0
2024-01-17 00:00:00,8118448110.825824,12.039317595158039,4.938565445154199e-05,3,0
2024-01-17 04:00:00,9490062754.927048,12.73295046530281,0.0004463659587077571,3,0
